"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"2366",1,2,2,1,2,4,2,2,4,3
"2367",3,5,5,5,3,3,3,4,5,2
"2368",4,5,3,4,5,5,3,3,3,1
"2369",4,1,2,1,1,3,2,1,3,5
"2370",3,4,4,3,4,4,1,2,4,5
"2371",1,5,4,3,2,5,5,2,3,3
"2372",5,3,3,4,3,3,1,1,3,1
"2373",4,1,1,2,5,5,1,4,2,4
"2374",2,3,4,4,4,4,4,5,5,1
"2375",1,4,5,4,1,3,2,2,4,3
"2376",2,5,5,2,1,1,2,5,2,4
"2377",2,5,2,3,3,5,2,3,5,3
"2378",1,4,5,3,4,5,3,3,1,1
"2379",1,3,3,5,1,4,2,1,4,2
"2380",5,1,2,5,1,2,2,2,4,2
"2381",4,4,5,1,2,5,1,4,2,4
"2382",2,5,4,5,2,1,2,2,5,3
"2383",3,3,2,4,1,5,1,1,5,1
"2384",4,2,4,2,4,4,3,3,1,2
"2385",5,1,1,5,2,1,5,5,3,5
"2386",3,1,2,5,3,1,1,3,3,3
"2387",1,5,1,1,2,3,3,3,2,1
"2388",2,4,4,3,3,2,5,3,3,1
"2389",4,3,4,2,3,2,3,1,3,5
"2390",4,1,5,4,1,2,4,5,4,3
"2391",3,2,3,1,4,1,1,1,2,5
"2392",5,1,3,5,5,5,1,1,1,4
"2393",4,3,3,2,4,5,4,5,1,3
"2394",3,1,1,3,2,2,2,5,5,3
"2395",4,5,3,4,3,4,5,2,1,3
"2396",4,1,3,3,1,5,1,1,5,2
"2397",4,1,4,2,3,3,4,1,2,3
"2398",4,4,1,1,1,2,5,2,5,3
"2399",5,1,1,5,2,4,2,2,5,4
"2400",2,1,4,3,2,2,3,1,5,3
"2401",1,2,1,4,4,5,5,1,2,5
"2402",5,5,1,2,4,2,1,5,3,4
"2403",2,2,3,3,1,4,1,5,3,3
"2404",1,4,5,1,3,2,5,4,1,1
"2405",1,4,2,5,2,1,1,5,4,2
"2406",2,5,4,3,5,2,2,4,4,5
"2407",1,3,4,3,3,2,1,3,3,2
"2408",1,3,2,3,2,5,1,5,4,2
"2409",1,4,5,1,5,5,1,3,3,2
"2410",5,2,3,3,1,3,4,3,1,3
"2411",5,3,1,5,3,4,2,4,1,1
"2412",3,5,4,2,3,5,4,4,4,3
"2413",3,5,4,4,1,1,2,4,3,5
"2414",1,2,5,5,1,3,1,2,3,3
"2415",4,2,3,1,1,4,4,5,1,1
"2416",4,4,2,4,5,3,4,3,4,5
"2417",5,5,1,2,5,3,3,5,2,2
"2418",3,1,5,1,4,2,4,2,1,5
"2419",2,1,3,5,2,4,1,2,5,4
"2420",5,5,5,3,2,3,2,5,1,2
"2421",3,5,5,2,5,3,1,2,2,1
"2422",3,3,3,5,3,3,1,2,4,1
"2423",3,1,3,5,1,5,2,4,1,1
"2424",4,5,1,2,4,5,1,5,2,5
"2425",3,2,3,3,4,4,2,5,3,3
"2426",4,5,5,5,4,5,4,2,1,1
"2427",2,5,4,3,5,3,5,4,2,2
"2428",1,2,3,5,3,5,1,3,5,1
"2429",1,1,1,5,5,3,1,3,1,4
"2430",3,4,3,3,1,2,3,3,3,2
"2431",2,1,5,5,4,3,4,5,4,4
"2432",1,5,1,1,1,3,3,4,1,3
"2433",3,5,5,4,4,3,1,2,2,2
"2434",3,4,2,4,1,3,3,5,2,4
"2435",2,3,3,3,3,1,3,1,2,1
"2436",1,1,5,2,3,1,3,2,1,2
"2437",4,1,1,2,5,2,5,5,3,4
"2438",5,2,1,2,2,2,5,5,1,5
"2439",1,4,2,5,5,2,5,3,4,3
"2440",4,3,5,3,2,5,1,4,1,5
"2441",5,2,5,4,4,4,2,3,5,3
"2442",5,3,1,5,5,4,5,1,2,3
"2443",1,3,3,4,3,4,3,2,4,1
"2444",4,2,2,5,2,1,3,1,4,1
"2445",1,4,1,4,3,2,3,3,4,1
"2446",4,5,2,2,2,2,1,4,1,4
"2447",3,2,5,2,1,3,5,5,2,2
"2448",5,1,4,3,2,2,3,5,3,1
"2449",4,2,3,3,4,3,2,4,3,3
"2450",4,4,4,5,2,4,4,1,4,2
"2451",4,3,2,5,5,1,1,5,1,4
"2452",1,1,5,2,5,5,5,1,2,5
"2453",2,2,1,2,3,2,5,3,1,5
"2454",5,4,3,4,2,2,2,4,2,1
"2455",4,4,5,2,2,3,5,1,1,2
"2456",4,3,1,3,2,3,2,1,1,1
"2457",1,1,5,2,3,4,1,4,1,4
"2458",5,5,2,5,5,2,4,2,2,5
"2459",3,4,2,1,2,2,4,3,4,5
"2460",1,4,3,4,1,4,3,3,2,4
"2461",1,2,5,3,4,4,2,1,1,3
"2462",5,4,3,1,2,4,1,2,1,2
"2463",2,1,3,5,1,3,1,3,5,3
"2464",4,5,3,1,5,4,3,2,4,1
"2465",4,5,5,4,4,1,1,5,2,3
"2466",2,5,2,4,3,2,2,3,5,4
"2467",1,1,2,1,4,1,4,4,4,1
"2468",4,2,5,4,3,2,1,4,4,4
"2469",1,2,4,2,2,5,2,2,1,1
"2470",4,3,2,3,5,2,5,3,4,2
"2471",2,1,4,3,2,4,3,3,3,2
"2472",3,2,5,1,1,1,2,2,4,4
"2473",2,4,2,5,2,3,5,5,3,3
"2474",1,2,4,3,3,5,2,1,3,3
"2475",2,2,4,4,1,2,5,1,4,5
"2476",3,2,4,1,5,1,5,2,5,5
"2477",5,5,5,4,4,2,3,4,5,1
"2478",3,5,4,2,3,1,1,2,2,3
"2479",5,2,4,4,2,1,3,3,2,1
"2480",3,2,1,2,2,5,3,5,3,4
"2481",4,2,3,5,2,4,5,1,4,1
"2482",3,1,3,5,2,2,1,1,1,5
"2483",3,2,1,3,5,5,5,2,3,5
"2484",1,3,3,1,5,1,4,1,3,2
"2485",2,1,1,1,5,2,5,4,4,1
"2486",3,2,5,1,1,4,1,3,4,3
"2487",1,4,4,3,1,2,2,5,1,3
"2488",3,3,5,1,1,1,5,2,5,4
"2489",3,2,1,2,3,2,3,2,4,1
"2490",4,2,2,4,3,3,3,2,1,4
"2491",5,5,1,1,5,3,2,5,4,2
"2492",5,4,5,2,4,3,5,4,4,2
"2493",4,5,2,4,2,1,4,2,3,3
"2494",3,2,4,4,1,4,3,1,2,1
"2495",4,2,5,3,1,1,4,2,4,4
"2496",4,2,1,3,5,5,5,1,1,5
"2497",1,1,3,2,3,5,3,2,5,1
"2498",3,5,3,5,2,1,4,2,4,4
"2499",4,4,5,4,3,3,2,4,4,5
"2500",5,2,3,1,5,3,4,4,1,5
"2501",3,5,5,1,3,2,5,5,1,3
"2502",4,5,2,3,3,1,1,5,1,4
"2503",4,3,5,4,5,2,2,5,3,4
"2504",5,3,3,4,3,5,2,1,3,5
"2505",5,2,2,4,4,1,4,3,4,2
"2506",1,2,3,1,1,5,4,1,3,3
"2507",4,4,2,3,1,2,4,2,2,5
"2508",5,3,1,3,5,4,4,3,4,1
"2509",2,4,5,1,1,3,1,2,1,3
"2510",2,1,4,2,4,3,1,3,1,5
"2511",4,2,4,1,3,3,1,3,2,5
"2512",3,3,4,2,2,5,2,1,4,3
"2513",2,1,1,3,1,2,4,4,2,2
"2514",1,1,4,3,2,5,1,4,1,3
"2515",2,4,5,1,5,4,1,4,4,1
"2516",2,2,2,3,1,2,4,3,2,4
"2517",5,3,5,2,3,1,1,2,2,5
"2518",3,2,4,5,3,5,3,2,5,1
"2519",3,5,1,3,5,3,1,5,1,3
"2520",5,3,2,1,5,5,5,4,1,3
"2521",5,1,2,5,3,2,5,5,2,3
"2522",4,4,2,2,2,2,1,3,4,1
"2523",3,2,3,4,1,2,5,3,3,3
"2524",1,3,5,5,5,2,5,1,2,5
"2525",4,1,4,5,2,4,1,2,2,5
"2526",5,5,5,3,4,3,1,5,2,2
"2527",1,5,5,5,4,4,1,1,2,2
"2528",4,1,1,5,2,4,2,2,5,4
"2529",1,5,1,2,3,1,5,5,3,3
"2530",2,1,4,4,3,4,1,2,5,3
"2531",2,3,4,4,5,5,1,3,1,5
"2532",4,4,5,5,5,3,3,4,5,5
"2533",4,3,2,2,2,1,5,2,5,1
"2534",2,3,4,1,3,2,2,4,5,4
"2535",1,3,2,4,5,5,4,1,2,4
"2536",2,4,1,4,2,2,2,4,1,2
"2537",2,5,1,4,4,4,3,2,1,5
"2538",5,3,4,4,5,5,2,2,2,4
"2539",3,4,3,4,2,4,5,4,3,5
"2540",2,1,4,4,5,3,5,4,3,4
"2541",3,2,1,5,4,3,5,1,1,1
"2542",3,4,2,1,1,3,4,5,3,5
"2543",2,2,5,1,5,2,5,2,2,4
"2544",4,2,4,2,4,5,4,5,5,4
"2545",5,3,4,5,3,1,5,1,5,4
"2546",1,3,5,1,3,4,5,4,5,1
"2547",2,1,1,4,3,3,4,2,3,1
"2548",1,1,5,4,2,4,2,1,5,3
"2549",3,2,3,4,1,5,4,3,5,4
"2550",4,2,3,4,4,1,1,4,2,4
"2551",1,2,4,4,5,1,4,2,3,5
"2552",2,4,1,1,4,5,3,2,1,4
"2553",1,5,1,2,5,1,5,2,3,4
"2554",5,2,2,4,4,1,5,5,3,3
"2555",3,1,1,4,2,1,5,3,1,5
"2556",5,1,3,3,2,3,1,3,3,2
"2557",5,5,3,5,4,2,1,2,5,4
"2558",1,3,4,3,5,3,1,5,4,2
"2559",5,4,3,4,2,4,4,4,3,4
"2560",2,3,5,5,3,3,5,3,2,5
"2561",1,3,5,1,5,2,2,5,4,3
"2562",1,3,2,4,1,4,2,4,3,1
"2563",2,3,5,4,1,3,1,3,2,2
"2564",2,4,5,4,2,4,3,1,3,2
"2565",1,1,5,5,1,2,5,1,2,3
"2566",2,2,1,4,5,5,5,1,3,5
"2567",2,3,3,4,3,2,2,2,5,5
"2568",3,2,4,3,5,1,4,2,3,5
"2569",5,3,2,1,2,2,1,2,4,4
"2570",4,5,1,5,1,3,4,3,1,4
"2571",3,1,4,2,1,5,4,2,2,2
"2572",5,2,1,2,2,5,3,2,5,4
"2573",1,3,3,2,4,1,2,1,1,2
"2574",5,4,4,5,4,2,5,1,4,1
"2575",2,1,4,2,1,4,3,3,1,2
"2576",4,4,4,4,5,1,5,2,2,5
"2577",5,2,4,5,1,1,5,3,3,5
"2578",3,3,2,4,2,4,5,5,2,4
"2579",4,5,4,2,5,3,3,2,4,5
"2580",4,2,3,5,3,5,5,3,3,1
"2581",5,1,4,3,5,3,4,1,5,1
"2582",5,4,3,4,2,1,3,1,4,5
"2583",5,5,2,2,5,4,3,4,5,4
"2584",1,5,2,5,1,5,5,4,4,2
"2585",4,5,2,3,3,1,4,1,2,1
"2586",2,3,5,5,2,5,4,1,4,5
"2587",4,4,1,3,4,1,1,5,4,1
"2588",4,2,2,5,2,1,5,4,4,2
"2589",1,2,2,3,1,2,4,5,1,1
"2590",5,3,2,2,1,1,4,3,2,2
"2591",4,3,1,3,1,3,2,3,2,2
"2592",5,5,3,4,1,4,1,5,5,5
"2593",4,5,1,5,3,5,4,4,4,3
"2594",1,4,5,2,3,4,2,3,1,3
"2595",2,2,3,4,1,1,1,4,4,3
"2596",1,3,3,5,2,1,1,3,3,1
"2597",5,4,3,3,4,5,1,3,1,5
"2598",3,3,2,3,2,4,1,4,1,4
"2599",4,1,5,1,4,1,4,5,1,1
"2600",5,1,2,5,2,2,4,1,3,1
"2601",4,1,4,1,1,5,1,3,4,1
"2602",1,2,5,5,1,5,4,2,1,5
"2603",2,5,4,3,2,4,4,1,1,4
"2604",2,2,4,4,2,2,1,3,5,1
"2605",1,2,3,5,4,3,3,4,2,3
"2606",2,3,5,5,1,1,3,2,3,5
"2607",1,5,5,5,4,4,4,4,3,1
"2608",3,5,4,5,4,1,1,5,4,4
"2609",1,1,5,5,1,5,3,1,2,3
"2610",1,5,2,3,4,2,1,1,3,5
"2611",1,2,3,4,5,3,4,2,2,3
"2612",3,5,3,5,1,2,2,5,4,4
"2613",1,3,1,5,3,2,2,5,5,3
"2614",2,3,2,3,3,5,4,3,2,5
"2615",5,2,3,5,5,2,3,4,1,3
"2616",1,2,3,2,1,3,3,5,1,4
"2617",1,3,4,5,1,5,3,5,2,1
"2618",4,3,4,1,1,2,5,5,1,3
"2619",2,1,5,3,1,1,2,4,5,3
"2620",5,5,2,5,2,3,2,3,1,1
"2621",4,2,1,2,4,3,5,5,1,3
"2622",5,5,3,5,3,3,4,1,3,1
"2623",4,4,1,3,3,2,4,4,5,5
"2624",5,2,5,4,2,3,4,2,5,1
"2625",3,2,4,2,1,1,2,3,2,5
"2626",3,2,2,4,5,4,4,2,1,4
"2627",3,2,2,2,5,1,4,3,1,4
"2628",2,4,5,3,3,1,1,1,3,3
"2629",1,5,5,1,1,4,2,2,4,4
"2630",4,3,4,4,2,4,1,3,5,1
"2631",1,5,4,3,5,1,4,5,2,4
"2632",1,5,1,1,3,5,5,2,1,5
"2633",3,1,4,5,4,3,3,2,3,2
"2634",4,1,2,3,3,1,1,2,5,5
"2635",5,3,1,3,5,3,5,3,4,2
"2636",4,5,2,4,5,2,1,2,1,4
"2637",4,5,5,3,3,5,5,1,1,2
"2638",4,4,3,5,1,1,2,1,3,1
"2639",4,1,5,2,1,5,2,2,4,5
"2640",5,4,5,3,2,1,4,2,3,3
"2641",2,3,5,4,5,3,3,1,2,5
"2642",3,4,5,5,5,3,1,1,4,5
"2643",2,3,1,1,1,4,1,1,5,2
"2644",4,1,5,2,1,4,5,1,4,5
"2645",5,3,5,2,5,5,4,3,4,3
"2646",1,1,5,3,1,5,4,3,5,1
"2647",1,4,4,5,5,3,1,5,5,2
"2648",1,3,1,1,4,5,2,2,2,4
"2649",3,3,2,3,2,4,5,1,5,1
"2650",2,1,4,3,5,3,4,3,4,3
"2651",4,4,2,5,3,1,2,1,5,4
"2652",3,5,3,5,4,4,2,3,1,1
"2653",1,5,1,5,1,5,5,2,3,4
"2654",4,2,3,1,1,2,4,2,2,4
"2655",2,3,1,3,4,3,4,3,1,5
"2656",4,4,2,5,2,3,3,2,1,5
"2657",2,5,5,5,4,1,3,5,3,1
"2658",1,2,2,2,5,1,3,5,2,5
"2659",3,5,3,3,2,5,3,2,2,2
"2660",3,5,1,3,2,4,5,4,4,1
"2661",2,5,2,3,3,3,2,3,5,2
"2662",3,3,2,3,5,4,3,2,1,1
"2663",5,2,5,5,3,3,5,4,1,4
"2664",4,5,4,1,3,3,5,3,1,1
"2665",5,3,5,2,4,2,5,2,4,1
"2666",5,5,3,3,3,1,4,1,2,1
"2667",5,4,1,1,3,1,1,2,4,5
"2668",5,4,5,1,4,3,1,4,4,1
"2669",2,4,5,2,4,2,3,3,1,2
"2670",1,2,3,2,5,2,5,1,4,5
"2671",5,5,3,4,4,4,2,4,1,3
"2672",5,2,1,1,3,2,4,4,4,5
"2673",4,4,1,5,4,3,4,4,5,4
"2674",5,5,3,5,4,4,3,4,1,3
"2675",3,2,3,3,3,4,4,4,4,4
"2676",2,5,4,2,2,3,4,2,5,4
"2677",5,5,5,5,4,5,3,5,1,4
"2678",2,2,1,2,5,2,3,5,2,4
"2679",1,1,1,5,3,4,3,5,2,5
"2680",4,2,1,3,5,1,5,1,5,5
"2681",5,4,3,1,3,1,1,2,4,4
"2682",1,5,4,4,4,1,3,2,5,3
"2683",1,4,2,3,2,1,1,3,2,1
"2684",1,3,3,4,4,2,5,2,4,1
"2685",1,4,3,5,2,5,2,1,5,5
"2686",4,3,4,1,2,1,5,3,1,5
"2687",5,5,3,4,4,3,5,5,4,3
"2688",5,3,2,4,4,1,3,1,4,4
"2689",1,3,5,1,4,4,5,3,1,2
"2690",4,2,1,4,4,4,5,4,3,3
"2691",3,2,4,4,1,4,4,4,3,1
"2692",2,5,1,2,5,4,5,4,1,3
"2693",3,2,3,2,5,5,5,5,4,5
"2694",4,4,5,1,2,4,5,2,4,4
"2695",4,5,2,2,3,3,2,3,5,1
"2696",2,2,2,2,2,1,5,5,1,3
"2697",5,4,5,5,2,1,3,2,2,3
"2698",5,1,1,3,1,5,3,2,3,5
"2699",5,2,3,2,4,3,5,4,4,1
"2700",4,1,5,2,2,4,4,5,4,2
"2701",4,3,4,5,4,3,3,3,4,2
"2702",5,1,1,5,5,2,3,1,2,3
"2703",1,5,1,3,2,3,4,1,2,4
"2704",3,1,3,4,3,3,3,1,3,5
"2705",1,4,5,1,1,3,5,3,3,5
"2706",4,2,5,1,2,1,1,1,1,2
"2707",2,2,5,2,3,5,2,4,4,2
"2708",2,1,3,3,2,5,1,1,2,3
"2709",1,3,4,4,4,3,4,4,4,1
"2710",5,2,3,1,2,1,3,4,1,2
"2711",5,5,4,5,1,2,4,2,4,5
"2712",5,4,4,3,2,1,2,5,2,5
"2713",4,5,5,3,4,3,1,5,1,3
"2714",1,5,4,2,3,2,2,5,1,1
"2715",5,5,2,2,5,1,2,1,4,2
"2716",4,2,2,1,3,4,3,4,3,2
"2717",1,4,3,3,4,4,1,4,2,4
"2718",5,5,1,3,1,4,1,1,4,3
"2719",2,2,3,2,5,3,4,3,4,3
"2720",4,3,4,2,4,3,1,4,3,5
"2721",1,5,2,2,1,3,3,5,2,4
"2722",2,4,2,1,3,5,1,5,5,2
"2723",5,2,1,3,3,5,3,3,5,5
"2724",3,1,4,5,3,4,5,4,5,5
"2725",4,1,4,4,5,4,3,1,5,5
"2726",3,3,1,2,5,4,2,4,5,2
"2727",3,3,5,4,3,5,2,2,1,5
"2728",4,2,2,2,3,1,4,3,4,5
"2729",2,4,5,5,3,5,3,3,2,3
"2730",3,3,1,5,1,1,4,4,4,4
"2731",5,1,2,4,2,5,3,5,1,2
"2732",2,1,4,3,2,1,5,2,1,2
"2733",5,4,2,2,3,5,2,1,3,3
"2734",5,1,2,3,1,3,3,4,2,2
"2735",3,3,3,4,4,4,2,2,3,1
"2736",3,1,2,3,4,2,1,2,5,1
"2737",2,1,3,2,1,1,5,4,3,5
"2738",5,5,4,1,5,3,1,4,1,1
"2739",3,5,2,2,3,4,1,3,3,4
"2740",2,3,4,4,1,4,1,4,5,3
"2741",4,2,1,4,3,3,1,4,1,3
"2742",2,1,4,3,5,2,5,1,5,3
"2743",2,1,2,5,1,4,4,5,4,5
"2744",5,1,4,4,5,1,4,4,3,3
"2745",2,2,5,4,5,1,1,4,5,5
"2746",5,3,1,3,3,4,5,5,5,5
"2747",3,4,2,5,1,5,1,4,3,4
"2748",3,2,3,3,3,2,3,2,2,4
"2749",5,4,4,1,4,5,2,2,4,2
"2750",2,5,1,1,1,4,1,1,5,5
"2751",3,5,5,2,4,2,2,1,5,5
"2752",2,2,5,5,3,3,3,2,5,4
"2753",4,3,3,5,1,5,3,5,5,3
"2754",4,4,5,2,4,4,3,1,1,4
"2755",1,2,2,4,4,3,1,1,2,3
"2756",4,1,4,3,2,3,1,1,3,5
"2757",5,2,1,5,5,2,3,4,4,1
"2758",1,4,2,3,1,4,3,4,1,1
"2759",1,5,3,1,3,5,1,2,4,1
"2760",2,3,3,4,5,3,2,3,1,3
"2761",4,2,5,1,3,5,3,5,4,4
"2762",3,3,4,1,4,3,4,4,3,5
"2763",1,5,1,4,2,2,4,1,2,3
"2764",5,3,1,1,4,2,5,4,3,1
"2765",1,4,4,2,5,3,3,1,5,5
"2766",4,4,2,3,2,3,3,4,2,5
"2767",5,1,2,5,3,1,1,2,2,3
"2768",1,2,2,2,5,1,5,1,4,3
"2769",4,3,3,3,2,4,3,2,3,5
"2770",3,1,3,1,3,3,3,5,2,1
"2771",5,3,1,5,3,3,4,2,4,3
"2772",5,3,1,5,3,3,5,2,5,1
"2773",2,2,3,3,4,2,1,1,2,3
"2774",2,5,4,4,1,5,1,4,5,1
"2775",2,2,5,4,4,4,4,3,5,5
"2776",3,5,4,3,3,5,4,3,2,4
"2777",4,1,2,4,5,1,3,2,3,3
"2778",5,5,3,5,5,1,5,4,1,2
"2779",3,5,2,2,2,2,1,5,3,1
"2780",3,4,5,4,4,1,2,1,5,4
"2781",5,3,1,3,1,4,5,3,1,5
"2782",1,1,1,3,3,1,4,1,3,4
"2783",5,3,1,1,1,3,4,1,4,2
"2784",5,1,1,1,3,3,2,4,1,2
"2785",2,3,1,3,4,1,1,5,4,3
"2786",4,5,2,5,5,5,5,4,2,3
"2787",1,3,4,3,3,1,5,2,3,2
"2788",3,3,2,5,3,2,5,1,3,3
"2789",5,1,4,5,1,5,2,3,2,3
"2790",1,5,1,2,5,3,3,4,3,3
"2791",2,5,2,1,2,5,1,2,3,3
"2792",2,2,5,2,1,1,1,4,2,5
"2793",1,1,3,2,2,5,5,2,4,1
"2794",5,3,2,3,3,2,5,2,1,4
"2795",3,4,5,2,4,1,2,2,3,1
"2796",3,4,1,4,1,1,2,4,5,4
"2797",2,3,4,5,1,5,3,1,5,1
"2798",1,5,5,2,5,3,1,4,4,3
"2799",1,4,5,3,5,1,1,4,4,5
"2800",1,5,4,1,4,4,1,3,2,4
"2801",3,3,3,2,2,2,2,2,2,5
"2802",2,3,3,5,1,5,4,5,1,5
"2803",4,3,1,2,4,5,4,3,1,5
"2804",3,4,2,4,4,2,3,4,2,1
"2805",1,2,5,4,4,4,5,3,4,3
"2806",1,3,1,4,4,4,4,5,5,3
"2807",4,3,4,4,5,4,4,4,5,3
"2808",1,2,5,5,1,2,4,2,3,4
"2809",1,3,2,3,5,1,3,4,4,5
"2810",5,3,5,5,5,5,2,5,3,1
"2811",3,2,3,1,3,1,4,3,3,4
"2812",5,5,2,2,1,4,4,5,4,3
"2813",2,4,3,5,1,5,1,3,1,4
"2814",4,4,5,2,2,1,5,2,3,4
"2815",3,2,2,3,4,2,1,2,5,3
"2816",3,5,4,3,4,4,4,2,1,1
"2817",1,1,5,4,4,2,2,5,3,2
"2818",2,4,5,1,1,2,2,2,1,1
"2819",5,1,3,1,5,4,3,2,5,1
"2820",4,4,3,5,3,3,4,2,4,2
"2821",5,4,3,4,4,1,1,1,5,1
"2822",5,1,2,5,3,4,3,3,3,2
"2823",5,4,2,4,4,5,4,1,5,4
"2824",1,2,4,3,5,2,5,3,4,1
"2825",3,5,1,5,2,1,2,2,1,2
"2826",2,2,5,5,3,2,5,5,5,2
"2827",1,5,4,5,4,2,5,1,4,5
"2828",2,4,1,1,1,4,2,4,5,4
"2829",1,4,1,1,1,3,1,1,3,5
"2830",2,4,1,3,5,4,3,2,3,2
"2831",2,4,3,1,5,5,1,1,3,5
"2832",1,4,4,3,1,5,4,1,2,5
"2833",3,5,1,4,3,3,5,4,1,1
"2834",5,3,1,1,1,5,2,2,1,4
"2835",2,4,1,1,5,2,4,1,4,2
"2836",3,1,1,5,2,2,5,3,5,5
"2837",4,2,3,5,2,3,5,3,2,2
"2838",2,5,5,5,4,2,5,5,3,5
"2839",2,1,5,2,3,4,4,4,4,3
"2840",1,5,4,2,2,5,1,4,2,4
"2841",2,1,1,3,3,3,2,2,3,4
"2842",5,2,3,5,2,3,4,5,1,3
"2843",2,2,3,5,5,1,5,2,3,2
"2844",1,5,3,3,2,2,4,2,3,2
"2845",5,5,3,5,2,5,4,5,2,4
"2846",1,2,5,3,3,4,3,3,5,5
"2847",4,4,5,2,5,4,4,1,5,1
"2848",5,4,3,4,4,4,2,4,5,3
"2849",5,4,4,1,5,1,3,5,3,4
"2850",5,2,1,2,4,2,3,4,3,4
"2851",1,5,1,4,1,2,4,2,4,5
"2852",3,2,4,5,5,5,4,3,5,3
"2853",3,1,4,3,3,1,2,3,1,2
"2854",4,1,3,2,5,5,2,1,3,3
"2855",5,1,3,1,3,2,5,2,3,4
"2856",2,1,5,2,3,2,4,3,4,3
"2857",3,2,3,5,1,2,1,4,5,4
"2858",4,5,3,4,4,4,1,3,2,5
"2859",3,1,4,2,3,3,4,4,2,1
"2860",5,1,1,2,5,2,5,5,3,1
"2861",2,5,4,2,2,4,5,1,3,1
"2862",2,1,1,5,5,4,4,4,2,4
"2863",5,1,4,5,5,4,1,1,5,4
"2864",5,2,4,1,3,5,1,1,4,4
"2865",3,3,3,2,5,2,2,4,1,3
"2866",3,5,1,2,3,4,1,4,2,2
"2867",3,2,4,1,5,2,2,3,1,2
"2868",1,3,4,1,2,1,5,2,1,2
"2869",5,5,3,5,4,3,5,5,3,4
"2870",3,5,5,3,2,2,3,2,5,5
"2871",5,1,5,5,2,5,4,2,5,3
"2872",1,1,1,2,1,1,4,2,5,4
"2873",1,1,3,2,2,1,2,3,5,4
"2874",5,1,5,5,5,2,4,1,1,5
"2875",3,3,2,4,5,1,1,5,1,3
"2876",5,3,2,2,5,2,1,1,3,4
"2877",3,5,5,4,3,3,1,1,3,1
"2878",3,5,4,2,4,5,5,1,4,2
"2879",2,1,3,1,5,5,3,4,2,5
"2880",2,2,5,1,4,2,2,1,4,4
"2881",5,4,4,1,1,3,4,5,1,2
"2882",2,4,4,4,5,5,3,1,5,1
"2883",2,1,1,1,1,1,4,2,2,2
"2884",2,3,5,1,2,4,1,1,4,4
"2885",4,2,4,1,3,5,5,3,2,5
"2886",3,1,1,4,4,5,1,3,4,2
"2887",3,3,4,1,3,3,5,3,2,3
"2888",3,1,3,1,1,3,4,5,3,3
"2889",1,5,1,4,3,4,2,4,1,5
"2890",1,1,2,5,2,3,5,1,2,4
"2891",2,1,4,3,5,3,1,4,1,1
"2892",1,2,2,4,3,5,5,3,2,3
"2893",3,3,3,4,3,4,2,2,3,5
"2894",1,2,4,4,3,1,4,4,2,3
"2895",4,1,3,3,3,2,1,4,1,2
"2896",2,4,5,1,4,4,3,5,2,2
"2897",2,5,4,3,2,4,1,1,1,4
"2898",1,1,3,2,3,3,3,3,1,1
"2899",3,5,3,1,1,2,3,2,2,2
"2900",3,3,2,5,3,5,4,2,3,5
"2901",4,2,2,4,2,1,5,2,5,3
"2902",2,3,1,1,3,5,4,1,3,5
"2903",4,1,3,2,3,1,5,1,2,2
"2904",4,1,2,4,3,4,5,5,2,4
"2905",1,5,1,5,4,5,5,3,3,3
"2906",4,5,3,3,3,1,4,2,3,4
"2907",4,1,3,5,2,4,5,3,3,2
"2908",2,4,1,5,5,1,5,4,3,4
"2909",2,4,1,3,1,1,4,4,3,1
"2910",5,2,3,2,5,2,1,4,2,5
"2911",3,4,2,3,2,5,5,5,5,1
"2912",4,2,4,1,2,4,1,4,2,2
"2913",1,4,2,3,5,5,3,5,1,2
"2914",3,2,2,4,3,1,5,4,2,2
"2915",4,5,1,2,3,5,2,2,5,4
"2916",4,1,4,4,3,4,1,3,5,3
"2917",3,3,1,4,3,2,5,2,2,5
"2918",2,4,2,1,1,5,4,3,2,5
"2919",5,2,1,1,5,5,2,3,4,4
"2920",2,2,4,4,3,5,2,4,3,2
"2921",5,5,2,3,2,4,1,5,5,5
"2922",5,2,1,5,3,3,4,5,1,1
"2923",3,1,2,1,3,5,3,3,1,3
"2924",3,1,3,2,3,3,2,4,3,4
"2925",1,4,4,5,4,2,5,1,1,4
"2926",3,4,4,2,1,2,1,2,1,2
"2927",5,3,2,1,2,4,2,2,1,5
"2928",2,5,3,3,2,1,3,4,5,3
"2929",5,3,2,3,2,1,1,4,5,1
"2930",1,3,3,4,5,3,2,4,2,5
"2931",5,1,1,4,2,3,3,4,1,2
"2932",5,4,2,4,3,2,4,3,2,1
"2933",3,1,4,4,2,1,5,3,4,3
"2934",3,4,2,3,5,5,2,1,1,5
"2935",2,3,1,3,2,3,2,5,3,5
"2936",5,4,3,5,2,1,4,2,4,4
"2937",2,1,3,5,2,2,3,3,4,1
"2938",1,1,4,3,3,4,1,3,4,1
"2939",5,5,3,1,2,5,3,2,4,3
"2940",4,1,1,4,2,2,4,1,5,2
"2941",3,5,1,5,4,1,1,1,5,1
"2942",5,5,4,2,1,2,5,2,5,2
"2943",3,2,2,3,2,5,2,4,2,1
"2944",4,5,2,2,1,2,4,2,3,5
"2945",4,5,2,5,5,5,4,3,5,1
"2946",5,3,5,2,5,1,3,1,4,2
